desa_rawan,lat_rawan,lon_rawan,shelter,lat_shelter,lon_shelter,jarak_km_matrix,jarak_km,waktu_menit,jalur_ke,status
Desa Bantarsari,-7.538556,108.876306,Balai Desa Bulaksari,-7.523812975,108.8887375,3.07,3.081,9.18,3.0,ok_ors
Desa Karangjati,-7.57744,109.241826,Balai Desa Mujur Lor,-7.599457594,109.2480218,3.08,3.079,5.64,1.0,ok_ors
Desa Karangjati,-7.57744,109.241826,Balai Desa Mujur Lor,-7.599457594,109.2480218,3.08,3.984,7.11,2.0,ok_ors
Desa Karangjati,-7.57744,109.241826,Balai Desa Mujur Lor,-7.599457594,109.2480218,3.08,3.971,7.78,3.0,ok_ors
Desa Bantarmangu,-7.332414,108.894194,Balai Desa Mandala,-7.356992217695421,108.88791346224504,3.08,,,,gagal_ors
Desa Karangpucung,-7.41075,108.906193,Balai Desa Tayem,-7.397383206,108.8990858,3.1,3.104,4.52,1.0,ok_ors
Desa Karangpucung,-7.41075,108.906193,Balai Desa Tayem,-7.397383206,108.8990858,3.1,2.055,4.85,2.0,ok_ors
Desa Karangpucung,-7.41075,108.906193,Balai Desa Tayem,-7.397383206,108.8990858,3.1,2.371,5.72,3.0,ok_ors
Desa Mujur Lor,-7.599874,109.248844,Balai Desa Paberasan,-7.588606145,109.2306704,3.12,3.119,5.19,1.0,ok_ors
Desa Mujur Lor,-7.599874,109.248844,Balai Desa Paberasan,-7.588606145,109.2306704,3.12,4.139,5.25,2.0,ok_ors
Desa Mujur Lor,-7.599874,109.248844,Balai Desa Paberasan,-7.588606145,109.2306704,3.12,5.305,5.59,3.0,ok_ors
Desa Jengrana,-7.639427,109.063432,Balai Desa Planjan,-7.623498,109.0785,3.12,3.117,10.35,1.0,ok_ors
Desa Jengrana,-7.639427,109.063432,Balai Desa Planjan,-7.623498,109.0785,3.12,7.304,13.21,2.0,ok_ors
Desa Jengrana,-7.639427,109.063432,Balai Desa Planjan,-7.623498,109.0785,3.12,7.258,13.3,3.0,ok_ors
Desa Margasari,-7.469319,108.774928,Balai Desa Tinggarjaya,-7.480595869,108.7669981,3.19,3.192,7.88,1.0,ok_ors
Desa Margasari,-7.469319,108.774928,Balai Desa Tinggarjaya,-7.480595869,108.7669981,3.19,3.764,9.53,2.0,ok_ors
Desa Margasari,-7.469319,108.774928,Balai Desa Tinggarjaya,-7.480595869,108.7669981,3.19,3.772,9.56,3.0,ok_ors
Desa Tambaksari,-7.4401,108.881896,Balai Desa Rungkang,-7.438726424,108.8561115,3.21,3.213,7.0,1.0,ok_ors
Desa Paberasan,-7.588874,109.231656,Balai Desa Mujur Lor,-7.599457594,109.2480218,3.23,3.229,5.37,1.0,ok_ors
Desa Paberasan,-7.588874,109.231656,Balai Desa Mujur Lor,-7.599457594,109.2480218,3.23,4.248,5.44,2.0,ok_ors
Desa Paberasan,-7.588874,109.231656,Balai Desa Mujur Lor,-7.599457594,109.2480218,3.23,5.326,5.67,3.0,ok_ors
Desa Mulyasari,-7.314002,108.773874,Balai Desa Padangsari,-7.328626531601817,108.78025856834626,3.24,3.243,5.78,1.0,ok_ors
Desa Mulyasari,-7.314002,108.773874,Balai Desa Padangsari,-7.328626531601817,108.78025856834626,3.24,3.473,7.41,2.0,ok_ors
Desa Mulyasari,-7.314002,108.773874,Balai Desa Padangsari,-7.328626531601817,108.78025856834626,3.24,3.478,7.42,3.0,ok_ors
Desa Dondong,-7.618474,109.067465,Balai Desa Sumingkir,-7.624942,109.049952,3.25,3.247,6.31,1.0,ok_ors
Desa Kutasari,-7.392746,108.817824,Balai Desa Caruy,-7.375954694,108.8028629,3.27,3.272,7.83,1.0,ok_ors
Desa Kutasari,-7.392746,108.817824,Balai Desa Caruy,-7.375954694,108.8028629,3.27,3.281,7.87,2.0,ok_ors
Desa Kutasari,-7.392746,108.817824,Balai Desa Caruy,-7.375954694,108.8028629,3.27,4.955,7.97,3.0,ok_ors
Desa Caruy,-7.373138,108.812791,Balai Desa Karangreja,-7.355527244545825,108.80268215086484,3.32,3.318,7.22,1.0,ok_ors
Desa Caruy,-7.373138,108.812791,Balai Desa Karangreja,-7.355527244545825,108.80268215086484,3.32,3.393,8.05,2.0,ok_ors
Desa Caruy,-7.373138,108.812791,Balai Desa Karangreja,-7.355527244545825,108.80268215086484,3.32,3.248,8.11,3.0,ok_ors
Desa Ujungmanik,-7.64409,108.951428,Balai Desa Kubangkangkung,-7.620968609,108.9430662,3.42,3.422,4.57,1.0,ok_ors
Desa Bulaksari,-7.523689,108.888506,Balai Desa Kamulyan,-7.526990212,108.8634969,3.43,3.431,5.17,1.0,ok_ors
Desa Bulaksari,-7.523689,108.888506,Balai Desa Kamulyan,-7.526990212,108.8634969,3.43,3.612,5.52,2.0,ok_ors
Desa Bulaksari,-7.523689,108.888506,Balai Desa Kamulyan,-7.526990212,108.8634969,3.43,3.594,6.06,3.0,ok_ors
Desa Kesugihan Kidul,-7.62259,109.121113,Balai Desa Pesanggrahan,-7.594238,109.114316,3.46,3.456,4.5,1.0,ok_ors
Desa Kesugihan Kidul,-7.62259,109.121113,Balai Desa Pesanggrahan,-7.594238,109.114316,3.46,4.829,5.22,2.0,ok_ors
Desa Kesugihan Kidul,-7.62259,109.121113,Balai Desa Pesanggrahan,-7.594238,109.114316,3.46,4.809,5.26,3.0,ok_ors
Desa Kawunganten Lor,-7.584107,108.922413,Balai Desa Kawunganten,-7.592701,108.91958,3.47,3.472,6.96,1.0,ok_ors
Desa Kawunganten Lor,-7.584107,108.922413,Balai Desa Kawunganten,-7.592701,108.91958,3.47,3.539,6.99,2.0,ok_ors
Desa Kawunganten Lor,-7.584107,108.922413,Balai Desa Kawunganten,-7.592701,108.91958,3.47,3.833,8.77,3.0,ok_ors
Desa Rawajaya,-7.557334,108.892896,Balai Desa Bantarsari,-7.539932226,108.8705564,3.48,3.478,4.02,1.0,ok_ors
Desa Cisumur,-7.528578,108.826473,Balai Desa Sidaurip,-7.548642749,108.8378654,3.53,3.531,10.19,1.0,ok_ors
Desa Cisumur,-7.528578,108.826473,Balai Desa Sidaurip,-7.548642749,108.8378654,3.53,4.169,11.58,2.0,ok_ors
Desa Cisumur,-7.528578,108.826473,Balai Desa Sidaurip,-7.548642749,108.8378654,3.53,7.511,13.66,3.0,ok_ors
Desa Bringkeng,-7.635518,108.917016,Balai Desa Bojong,-7.608163551,108.9271265,3.61,3.607,4.62,1.0,ok_ors
Desa Sidamukti,-7.609299,108.754052,Balai Desa Patimuan,-7.583574535,108.7608936,3.61,3.607,3.52,1.0,ok_ors
Desa Sidamukti,-7.609299,108.754052,Balai Desa Patimuan,-7.583574535,108.7608936,3.61,4.65,4.08,2.0,ok_ors
Desa Sidamukti,-7.609299,108.754052,Balai Desa Patimuan,-7.583574535,108.7608936,3.61,4.712,4.48,3.0,ok_ors
Desa Tarisi,-7.392666,108.694566,Balai Desa Tarisi,-7.39470838816254,108.70133486438638,3.61,3.61,11.73,1.0,ok_ors
Desa Tarisi,-7.392666,108.694566,Balai Desa Tarisi,-7.39470838816254,108.70133486438638,3.61,4.478,12.42,2.0,ok_ors
Desa Tarisi,-7.392666,108.694566,Balai Desa Tarisi,-7.39470838816254,108.70133486438638,3.61,4.616,13.31,3.0,ok_ors
Desa Cisumur,-7.528578,108.826473,Balai Desa Sidaurip,-7.548704606,108.8385509,3.62,3.625,10.4,1.0,ok_ors
Desa Cisumur,-7.528578,108.826473,Balai Desa Sidaurip,-7.548704606,108.8385509,3.62,4.009,11.11,2.0,ok_ors
Desa Cisumur,-7.528578,108.826473,Balai Desa Sidaurip,-7.548704606,108.8385509,3.62,4.127,11.24,3.0,ok_ors
Desa Karangjati,-7.57744,109.241826,Balai Desa Paberasan,-7.588606145,109.2306704,3.62,3.617,5.62,1.0,ok_ors
Desa Karangjati,-7.57744,109.241826,Balai Desa Paberasan,-7.588606145,109.2306704,3.62,3.919,6.48,2.0,ok_ors
Desa Karangjati,-7.57744,109.241826,Balai Desa Paberasan,-7.588606145,109.2306704,3.62,4.6,7.42,3.0,ok_ors
Desa Karangtengah,-7.553736,109.218149,Balai Desa Sampang,-7.56620612,109.2003484,3.64,3.638,4.32,1.0,ok_ors
Desa Cilempuyang,-7.342686,108.834565,Balai Desa Bantarpanjang,-7.359637040358087,108.85627253527534,3.7,3.703,3.01,1.0,ok_ors
Desa Bener,-7.269907,108.759242,Balai Desa Sepatnunggal,-7.244079600877812,108.74378220672055,3.77,3.771,4.61,1.0,ok_ors
Desa Jengrana,-7.639427,109.063432,Balai Desa Kuripan,-7.651916,109.083396,3.88,3.883,11.31,1.0,ok_ors
Desa Jengrana,-7.639427,109.063432,Balai Desa Kuripan,-7.651916,109.083396,3.88,3.589,12.03,2.0,ok_ors
Desa Jengrana,-7.639427,109.063432,Balai Desa Kuripan,-7.651916,109.083396,3.88,3.764,12.28,3.0,ok_ors
Desa Bingkeng,-7.236414,108.592881,Balai Desa Dayeuhluhur,-7.259731738239488,108.6116974372905,3.88,3.881,4.81,1.0,ok_ors
Desa Ujungmanik,-7.64409,108.951428,Balai Desa Babakan,-7.662701,108.932634,3.88,3.876,11.14,1.0,ok_ors
Desa Ujungmanik,-7.64409,108.951428,Balai Desa Babakan,-7.662701,108.932634,3.88,3.999,13.07,2.0,ok_ors
Desa Ujungmanik,-7.64409,108.951428,Balai Desa Babakan,-7.662701,108.932634,3.88,4.721,14.52,3.0,ok_ors
Desa Kesugihan,-7.608235,109.119931,Balai Desa Karangsari,-7.632979,109.135353,3.95,3.951,11.38,1.0,ok_ors
Desa Karangtengah,-7.553736,109.218149,Balai Desa Karangjati,-7.581200895,109.2224442,3.99,3.994,5.36,1.0,ok_ors
Desa Buntu,-7.589645,109.252029,Balai Desa Mujur,-7.612273016,109.2523055,4.01,4.014,4.64,1.0,ok_ors
Desa Buntu,-7.589645,109.252029,Balai Desa Mujur,-7.612273016,109.2523055,4.01,5.308,4.88,2.0,ok_ors
Desa Buntu,-7.589645,109.252029,Balai Desa Mujur,-7.612273016,109.2523055,4.01,5.192,5.41,3.0,ok_ors
Desa Babakan,-7.66247,108.933569,Balai Desa Ujungmanik,-7.644039491,108.9514281,4.02,4.023,11.73,1.0,ok_ors
Desa Babakan,-7.66247,108.933569,Balai Desa Ujungmanik,-7.644039491,108.9514281,4.02,4.147,13.66,2.0,ok_ors
Desa Babakan,-7.66247,108.933569,Balai Desa Ujungmanik,-7.644039491,108.9514281,4.02,4.572,13.92,3.0,ok_ors
Desa Cisuru,-7.38692,108.701254,Balai Desa Cilongkrang,-7.407004438152763,108.71434982998896,4.05,4.052,4.66,1.0,ok_ors
Desa Sidasari,-7.384348,108.78069,Balai Desa Caruy,-7.375954694,108.8028629,4.08,4.083,5.64,1.0,ok_ors
Desa Caruy,-7.373138,108.812791,Balai Desa Kutasari,-7.394689384,108.8031922,4.09,4.092,7.72,1.0,ok_ors
Desa Caruy,-7.373138,108.812791,Balai Desa Kutasari,-7.394689384,108.8031922,4.09,6.034,9.65,2.0,ok_ors
Desa Caruy,-7.373138,108.812791,Balai Desa Kutasari,-7.394689384,108.8031922,4.09,6.351,10.28,3.0,ok_ors
Desa Buntu,-7.589645,109.252029,Balai Desa Paberasan,-7.588606145,109.2306704,4.11,4.114,3.6,1.0,ok_ors
Desa Serang,-7.446416,108.788571,Balai Desa Cipari,-7.439944017,108.7599498,4.11,4.106,6.14,1.0,ok_ors
Desa Serang,-7.446416,108.788571,Balai Desa Cipari,-7.439944017,108.7599498,4.11,4.248,8.13,2.0,ok_ors
Desa Panulisan Barat,-7.302995,108.573576,Balai Desa Panulisan Timur,-7.30256,108.599943,4.13,4.128,8.85,1.0,ok_ors
Desa Panulisan Barat,-7.302995,108.573576,Balai Desa Panulisan Timur,-7.30256,108.599943,4.13,4.823,10.32,2.0,ok_ors
Desa Panulisan Barat,-7.302995,108.573576,Balai Desa Panulisan Timur,-7.30256,108.599943,4.13,4.92,10.88,3.0,ok_ors
Desa Serang,-7.446416,108.788571,Balai Desa Karangreja,-7.41867769710757,108.80219971030536,4.19,4.19,14.05,1.0,ok_ors
Desa Serang,-7.446416,108.788571,Balai Desa Karangreja,-7.41867769710757,108.80219971030536,4.19,16.126,18.76,2.0,ok_ors
Desa Serang,-7.446416,108.788571,Balai Desa Karangreja,-7.41867769710757,108.80219971030536,4.19,15.223,19.03,3.0,ok_ors
Desa Cilibang,-7.578392,109.019556,Balai Desa Sawangan,-7.593587,108.993748,4.26,4.259,8.64,1.0,ok_ors
Desa Cilibang,-7.578392,109.019556,Balai Desa Sawangan,-7.593587,108.993748,4.26,10.155,9.62,2.0,ok_ors
Desa Cilibang,-7.578392,109.019556,Balai Desa Sawangan,-7.593587,108.993748,4.26,6.926,9.53,3.0,ok_ors
Desa Cilongkrang,-7.408769,108.715668,Balai Desa Cisuru,-7.398928326,108.7365499,4.33,4.333,6.24,1.0,ok_ors
Desa Karangjati,-7.57744,109.241826,Balai Desa Mujur,-7.612273016,109.2523055,4.36,4.363,7.26,1.0,ok_ors
Desa Karangjati,-7.57744,109.241826,Balai Desa Mujur,-7.612273016,109.2523055,4.36,7.248,8.62,2.0,ok_ors
Desa Karangjati,-7.57744,109.241826,Balai Desa Mujur,-7.612273016,109.2523055,4.36,7.132,9.16,3.0,ok_ors
Desa Mentasan,-7.58261,108.958872,Balai Desa Sawangan,-7.593587,108.993748,4.36,4.357,4.61,1.0,ok_ors
Desa Bantar,-7.352453,108.721116,Balai Desa Adimulya,-7.332960915849882,108.68843248947638,4.36,,,,gagal_ors
Desa Mandala,-7.357041,108.888654,Balai Desa Panimbang,-7.367549798741719,108.86583925009202,4.39,4.395,5.06,1.0,ok_ors
Desa Bulaksari,-7.523689,108.888506,Balai Desa Gandrungmanis,-7.525009839,108.855699,4.5,4.501,5.6,1.0,ok_ors
Desa Bulaksari,-7.523689,108.888506,Balai Desa Gandrungmanis,-7.525009839,108.855699,4.5,4.682,5.94,2.0,ok_ors
Desa Bulaksari,-7.523689,108.888506,Balai Desa Gandrungmanis,-7.525009839,108.855699,4.5,4.664,6.49,3.0,ok_ors
Desa Pahonjean,-7.324304,108.740084,Balai Desa Cibeunying,-7.2945766910061725,108.74267406439527,4.52,4.518,4.63,1.0,ok_ors
Desa Kaliwungu,-7.548292,108.80998,kelurahan Tambakreja,-7.538736939,108.7836077,4.54,4.541,5.82,1.0,ok_ors
Desa Kaliwungu,-7.548292,108.80998,kelurahan Tambakreja,-7.538736939,108.7836077,4.54,5.377,7.09,2.0,ok_ors
Desa Kaliwungu,-7.548292,108.80998,kelurahan Tambakreja,-7.538736939,108.7836077,4.54,4.344,7.1,3.0,ok_ors
Desa Kedawung,-7.617419,109.287715,Balai Desa Pucung Kidul,-7.635810464,109.2713415,4.58,4.582,8.62,1.0,ok_ors
Desa Kedawung,-7.617419,109.287715,Balai Desa Pucung Kidul,-7.635810464,109.2713415,4.58,4.231,9.85,2.0,ok_ors
Desa Kedawung,-7.617419,109.287715,Balai Desa Pucung Kidul,-7.635810464,109.2713415,4.58,4.236,10.06,3.0,ok_ors
Desa Tarisi,-7.392666,108.694566,Balai Desa Cilongkrang,-7.407004438152763,108.71434982998896,4.58,4.581,13.12,1.0,ok_ors
Desa Tarisi,-7.392666,108.694566,Balai Desa Cilongkrang,-7.407004438152763,108.71434982998896,4.58,5.449,13.81,2.0,ok_ors
Desa Tarisi,-7.392666,108.694566,Balai Desa Cilongkrang,-7.407004438152763,108.71434982998896,4.58,5.588,14.7,3.0,ok_ors
Desa Kedawung,-7.617419,109.287715,Balai Desa Sikanco,-7.639537242,109.299082,4.59,4.594,10.72,1.0,ok_ors
Desa Kedawung,-7.617419,109.287715,Balai Desa Sikanco,-7.639537242,109.299082,4.59,4.087,10.81,2.0,ok_ors
Desa Kedawung,-7.617419,109.287715,Balai Desa Sikanco,-7.639537242,109.299082,4.59,4.005,11.23,3.0,ok_ors
Desa Bener,-7.269907,108.759242,Balai Desa Sindangsari,-7.300439235287598,108.76743410896202,4.59,4.589,5.88,1.0,ok_ors
Desa Grugu,-7.645244,108.912399,Balai Desa Ujungmanik,-7.644039491,108.9514281,4.74,4.74,7.33,1.0,ok_ors
Desa Bingkeng,-7.236414,108.592881,Balai Desa Hanum,-7.22878372400323,108.6200864662171,4.8,4.796,9.65,1.0,ok_ors
Desa Bingkeng,-7.236414,108.592881,Balai Desa Hanum,-7.22878372400323,108.6200864662171,4.8,4.788,9.97,2.0,ok_ors
Desa Bingkeng,-7.236414,108.592881,Balai Desa Hanum,-7.22878372400323,108.6200864662171,4.8,7.37,9.81,3.0,ok_ors
Desa Bringkeng,-7.635518,108.917016,Balai Desa Kubangkangkung,-7.620968609,108.9430662,4.94,4.945,6.08,1.0,ok_ors
Desa Rawajaya,-7.557334,108.892896,Balai Desa Bulaksari,-7.523812975,108.8887375,4.96,4.964,9.21,1.0,ok_ors
Desa Rawajaya,-7.557334,108.892896,Balai Desa Bulaksari,-7.523812975,108.8887375,4.96,10.162,11.54,2.0,ok_ors
Desa Rawajaya,-7.557334,108.892896,Balai Desa Bulaksari,-7.523812975,108.8887375,4.96,10.177,11.6,3.0,ok_ors
Desa Cisuru,-7.38692,108.701254,Balai Desa Bantar,-7.353149095776255,108.70434235257424,4.96,4.957,6.42,1.0,ok_ors
Desa Brebeg,-7.626715,109.001461,Balai Desa Jeruklegi Kulon,-7.607179,109.01535,4.98,4.98,7.43,1.0,ok_ors
Desa Brebeg,-7.626715,109.001461,Balai Desa Sidaurip,-7.607180987983122,108.98216060415469,5.07,5.066,7.34,1.0,ok_ors
Desa Brebeg,-7.626715,109.001461,Balai Desa Sidaurip,-7.607180987983122,108.98216060415469,5.07,3.812,8.52,2.0,ok_ors
Desa Brebeg,-7.626715,109.001461,Balai Desa Sidaurip,-7.607180987983122,108.98216060415469,5.07,3.877,9.05,3.0,ok_ors
Desa Grugu,-7.645244,108.912399,Balai Desa Bojong,-7.608163551,108.9271265,5.08,5.084,7.4,1.0,ok_ors
Desa Madura,-7.331412,108.644776,Balai Desa Sidamulya,-7.350584341,108.6761607,5.09,5.089,10.98,1.0,ok_ors
Desa Madura,-7.331412,108.644776,Balai Desa Sidamulya,-7.350584341,108.6761607,5.09,6.574,11.64,2.0,ok_ors
Desa Madura,-7.331412,108.644776,Balai Desa Sidamulya,-7.350584341,108.6761607,5.09,6.905,11.88,3.0,ok_ors
Desa Kutasari,-7.392746,108.817824,Balai Desa Sidasari,-7.384284459,108.7801567,5.15,5.145,9.13,1.0,ok_ors
Desa Binagun,-7.543184,108.92231,Balai Desa Kawunganten Lor,-7.58543,108.919056,5.26,5.257,7.38,1.0,ok_ors
Desa Bantar,-7.352453,108.721116,Balai Desa Wanareja,-7.32853370869163,108.68339457787062,5.3,,,,gagal_ors
Desa Bantarmangu,-7.332414,108.894194,Balai Desa Surusunda,-7.372539172,108.8984601,5.35,,,,gagal_ors
Desa Babakan,-7.66247,108.933569,Balai Desa Grugu,-7.645197858,108.9126578,5.43,5.427,14.44,1.0,ok_ors
Desa Babakan,-7.66247,108.933569,Balai Desa Grugu,-7.645197858,108.9126578,5.43,5.608,17.45,2.0,ok_ors
Desa Babakan,-7.66247,108.933569,Balai Desa Grugu,-7.645197858,108.9126578,5.43,5.277,17.33,3.0,ok_ors
Desa Kedawung,-7.617419,109.287715,Balai Desa Danasri Lor,-7.639879709,109.3079376,5.61,5.614,11.63,1.0,ok_ors
Desa Kedawung,-7.617419,109.287715,Balai Desa Danasri Lor,-7.639879709,109.3079376,5.61,5.107,11.72,2.0,ok_ors
Desa Kedawung,-7.617419,109.287715,Balai Desa Danasri Lor,-7.639879709,109.3079376,5.61,5.025,12.14,3.0,ok_ors
Desa Cimrutu,-7.619538,108.802522,Balai Desa Sidamukti,-7.609405948,108.7556989,5.98,5.975,12.54,1.0,ok_ors
Desa Cimrutu,-7.619538,108.802522,Balai Desa Purwodadi,-7.600792841,108.7623893,6.03,6.028,14.31,1.0,ok_ors
Desa Cimrutu,-7.619538,108.802522,Balai Desa Purwodadi,-7.600792841,108.7623893,6.03,6.018,18.36,2.0,ok_ors
Desa Cimrutu,-7.619538,108.802522,Balai Desa Purwodadi,-7.600792841,108.7623893,6.03,6.602,20.01,3.0,ok_ors
Desa Ujunggagak,-7.665938,108.818228,Balai Desa Panikel,-7.632277,108.855158,6.17,6.169,14.28,1.0,ok_ors
Desa Panikel,-7.631573,108.856721,Balai Desa Ujunggagak,-7.666216,108.819289,6.51,6.509,14.79,1.0,ok_ors
Desa Ujungalang,-7.700257,108.887835,Balai Desa Klaces,-7.685966,108.827926,7.47,,,,gagal_ors
Desa Panikel,-7.631573,108.856721,Balai Desa Gintungreja,-7.570663353,108.865881,8.61,8.612,19.2,1.0,ok_ors
Desa Panikel,-7.631573,108.856721,Balai Desa Gintungreja,-7.570663353,108.865881,8.61,9.524,21.13,2.0,ok_ors
Desa Panikel,-7.631573,108.856721,Balai Desa Gintungreja,-7.570663353,108.865881,8.61,9.502,20.96,3.0,ok_ors
Desa Tarisi,-7.392666,108.694566,Balai Desa Cisuru,-7.398928326,108.7365499,8.93,8.932,18.54,1.0,ok_ors
Desa Ujunggagak,-7.665938,108.818228,Balai Desa Gintungreja,-7.570663353,108.865881,14.74,14.738,33.01,1.0,ok_ors
Desa Boja,-7.211251,108.945039,Balai Desa Kutabima,-7.280607664645105,108.88291821754824,17.91,,,,gagal_ors
Desa Boja,-7.211251,108.945039,Balai Desa Cisalak,-7.307785089523783,108.8654459383816,23.1,,,,gagal_ors
Desa Boja,-7.211251,108.945039,Balai Desa Cibalung,-7.320312734352611,108.8786737778771,25.39,,,,gagal_ors
Desa Dayeluhur,-7.173785,108.392153,Balai Desa Bolang,-7.202147627995013,108.58564433552408,26.69,26.694,31.82,1.0,ok_ors
Desa Dayeluhur,-7.173785,108.392153,Balai Desa Cijeruk,-7.197356148363169,108.60044893735493,28.93,28.932,35.64,1.0,ok_ors
Desa Dayeluhur,-7.173785,108.392153,Balai Desa Cijeruk,-7.197356148363169,108.60044893735493,28.93,43.768,49.34,2.0,ok_ors
Desa Dayeluhur,-7.173785,108.392153,Balai Desa Cijeruk,-7.197356148363169,108.60044893735493,28.93,43.806,49.53,3.0,ok_ors
Desa Dayeluhur,-7.173785,108.392153,Balai Desa Bingkeng,-7.2371112160104465,108.59272960668014,28.94,28.94,38.77,1.0,ok_ors
Kelurahan Kutawaru,-7.697561,108.990425,AMN Cilacap,-7.70348513473806,109.0200979788938,32.23,32.233,44.42,1.0,ok_ors
Kelurahan Kutawaru,-7.697561,108.990425,Hotel Mutiara,-7.7090125,109.0192032,32.39,32.388,42.19,1.0,ok_ors
Desa Karangasem,-7.472167,109.475513,Balai Desa Danasri Lor,-7.639879709,109.3079376,37.07,37.066,32.33,1.0,ok_ors
Desa Karangasem,-7.472167,109.475513,Balai Desa Danasri Lor,-7.639879709,109.3079376,37.07,43.976,34.43,2.0,ok_ors
Desa Karangasem,-7.472167,109.475513,Balai Desa Danasri Lor,-7.639879709,109.3079376,37.07,44.177,35.27,3.0,ok_ors
Desa Karangasem,-7.472167,109.475513,Balai Desa Mujur Lor,-7.599457594,109.2480218,37.26,37.265,27.63,1.0,ok_ors
Desa Karangasem,-7.472167,109.475513,Balai Desa Danasri,-7.645367881,109.3049447,37.85,37.849,33.42,1.0,ok_ors
Desa Karangasem,-7.472167,109.475513,Balai Desa Danasri,-7.645367881,109.3049447,37.85,44.371,35.11,2.0,ok_ors
Desa Karangasem,-7.472167,109.475513,Balai Desa Danasri,-7.645367881,109.3049447,37.85,44.572,35.95,3.0,ok_ors
